# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 87K of event 'cycles'
# Event count (approx.): 1205267086608
#
# Children      Self  Command          Shared Object         Symbol                                                                                                      
# ........  ........  ...............  ....................  ............................................................................................................
#
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] irq_work_run_list
     0.01%     0.00%  mariadbd         [kernel.kallsyms]     [k] make_kuid
     0.01%     0.00%  kworker/19:3-di  [kernel.kallsyms]     [k] __wake_up_common
     0.01%     0.00%  kworker/19:3-di  [kernel.kallsyms]     [k] autoremove_wake_function
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000ca5bba
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000c9c564
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] kthread_blkcg
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000c829a5
     0.01%     0.01%  mariadbd         mariadbd              [.] delete_dynamic
     0.01%     0.01%  mariadbd         [vdso]                [.] 0x000000000000089e
     0.01%     0.00%  kworker/26:0-di  [kernel.kallsyms]     [k] process_one_work
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] touch_softlockup_watchdog_sched
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] queued_spin_unlock
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] account_user_time
     0.01%     0.01%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000017bac
     0.01%     0.00%  kworker/2:1-dio  [kernel.kallsyms]     [k] select_task_rq_fair
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] __msecs_to_jiffies
     0.01%     0.00%  mariadbd         [kernel.kallsyms]     [k] tag_pages_for_writeback
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000c9dae0
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] mempool_free
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000b88dcc
     0.01%     0.00%  mariadbd         [kernel.kallsyms]     [k] get_timespec64
     0.01%     0.00%  mariadbd         [kernel.kallsyms]     [k] iov_iter_alignment
     0.01%     0.00%  mariadbd         [kernel.kallsyms]     [k] generic_write_checks
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] irq_exit_rcu
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] nvme_cleanup_cmd
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] wake_up_page_bit
     0.01%     0.00%  kworker/4:3-dio  [kernel.kallsyms]     [k] kthread
     0.01%     0.00%  kworker/4:3-dio  [kernel.kallsyms]     [k] ret_from_fork
     0.01%     0.00%  kworker/4:3-dio  [kernel.kallsyms]     [k] worker_thread
     0.01%     0.00%  kworker/10:2     [kernel.kallsyms]     [k] process_one_work
     0.01%     0.01%  mariadbd         mariadbd              [.] _ZN5tpool4task7executeEv
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] _raw_spin_lock_irq
     0.01%     0.00%  kworker/5:3      [kernel.kallsyms]     [k] __schedule
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] note_interrupt
     0.01%     0.00%  kworker/3:1-dio  [kernel.kallsyms]     [k] schedule
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000c9da1b
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] update_group_capacity
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] xas_clear_mark
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000c2f551
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000ca3182
     0.01%     0.00%  kworker/4:1-dio  [kernel.kallsyms]     [k] __wake_up_common
     0.01%     0.00%  kworker/4:1-dio  [kernel.kallsyms]     [k] autoremove_wake_function
     0.01%     0.00%  kworker/4:1-dio  [kernel.kallsyms]     [k] try_to_wake_up
     0.01%     0.01%  tclsh8.6         libc-2.28.so          [.] __errno_location
     0.01%     0.00%  kworker/7:1-dio  [kernel.kallsyms]     [k] aio_complete_rw
     0.01%     0.01%  kworker/11:3-di  [kernel.kallsyms]     [k] iomap_dio_complete
     0.01%     0.00%  kworker/11:3-di  [kernel.kallsyms]     [k] iomap_dio_complete_work
     0.01%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] __schedule
     0.01%     0.00%  kworker/9:0-dio  [kernel.kallsyms]     [k] schedule
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] switch_ldt
     0.01%     0.00%  kworker/1:1-dio  [kernel.kallsyms]     [k] aio_complete_rw
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] deactivate_task
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] sbitmap_queue_clear
     0.01%     0.00%  kworker/17:2-di  [kernel.kallsyms]     [k] autoremove_wake_function
     0.01%     0.00%  kworker/5:2-dio  [kernel.kallsyms]     [k] process_one_work
     0.01%     0.01%  mariadbd         mariadbd              [.] bitmap_get_first_set
     0.01%     0.00%  kworker/16:0-di  [kernel.kallsyms]     [k] select_task_rq_fair
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000c9f4c9
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] crc_27
     0.01%     0.01%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000024608
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] set_task_cpu
     0.01%     0.00%  kworker/16:0-di  [kernel.kallsyms]     [k] enqueue_task_fair
     0.01%     0.00%  kworker/16:0-di  [kernel.kallsyms]     [k] ttwu_do_activate
     0.01%     0.00%  kworker/20:1     [kernel.kallsyms]     [k] __schedule
     0.01%     0.00%  kworker/20:1     [kernel.kallsyms]     [k] schedule
     0.01%     0.00%  mariadbd         [kernel.kallsyms]     [k] __get_user_pages
     0.01%     0.00%  mariadbd         [kernel.kallsyms]     [k] get_user_pages_unlocked
     0.01%     0.01%  kswapd0          [kernel.kallsyms]     [k] __mod_node_page_state
     0.01%     0.00%  kswapd0          [kernel.kallsyms]     [k] __mod_lruvec_state
     0.01%     0.00%  kworker/0:4-dio  [kernel.kallsyms]     [k] aio_complete
     0.01%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] __wake_up_common
     0.01%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] autoremove_wake_function
     0.01%     0.00%  kworker/27:4     [kernel.kallsyms]     [k] try_to_wake_up
     0.01%     0.00%  kworker/1:3-dio  [kernel.kallsyms]     [k] kthread
     0.01%     0.00%  kworker/1:3-dio  [kernel.kallsyms]     [k] ret_from_fork
     0.01%     0.00%  kworker/1:3-dio  [kernel.kallsyms]     [k] worker_thread
     0.01%     0.00%  kworker/19:3-di  [kernel.kallsyms]     [k] __schedule
     0.01%     0.00%  kworker/19:3-di  [kernel.kallsyms]     [k] schedule
     0.01%     0.00%  kworker/8:1-dio  [kernel.kallsyms]     [k] kthread
     0.01%     0.00%  kworker/8:1-dio  [kernel.kallsyms]     [k] ret_from_fork
     0.01%     0.00%  kworker/8:1-dio  [kernel.kallsyms]     [k] worker_thread
     0.01%     0.01%  mariadbd         mariadbd              [.] _ZN22Set_signal_information5clearEv
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] bio_endio
     0.01%     0.00%  kworker/16:2-di  [kernel.kallsyms]     [k] process_one_work
     0.01%     0.01%  mariadbd         mariadbd              [.] _ZN16Item_change_list26rollback_item_tree_changesEv
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] futex_wait_setup
     0.01%     0.00%  irqbalance       [kernel.kallsyms]     [k] show_interrupts
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] __wake_up_common_lock
     0.01%     0.00%  kworker/30:5-di  [kernel.kallsyms]     [k] __wake_up_common_lock
     0.01%     0.00%  kworker/30:5-di  [kernel.kallsyms]     [k] aio_complete_rw
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] account_idle_ticks
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] activate_task
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] attach_task
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000c9f4e6
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] __x86_indirect_thunk_rax
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000dd3e19
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] tick_sched_do_timer
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] invalidate_inode_pages2_range
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000da03d8
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000cb164a
     0.01%     0.01%  tclsh8.6         libc-2.28.so          [.] __send
     0.01%     0.01%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001a6b4
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] _mix_pool_bytes
     0.01%     0.00%  kworker/19:1H-k  [kernel.kallsyms]     [k] worker_thread
     0.01%     0.00%  kworker/19:1H-k  [kernel.kallsyms]     [k] kthread
     0.01%     0.00%  kworker/19:1H-k  [kernel.kallsyms]     [k] ret_from_fork
     0.01%     0.01%  mariadbd         mariadbd              [.] _Z28mysql_audit_release_requiredP3THD
     0.01%     0.00%  kworker/29:1     [kernel.kallsyms]     [k] aio_complete_rw
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000d92c0e
     0.01%     0.00%  kworker/26:2-di  [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] mempool_kfree
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] irq_work_tick
     0.01%     0.00%  kworker/26:0-di  [kernel.kallsyms]     [k] aio_complete_rw
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000a95510
     0.01%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] __wake_up_common
     0.01%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] __wake_up_common_lock
     0.01%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] aio_complete_rw
     0.01%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] autoremove_wake_function
     0.01%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] process_one_work
     0.01%     0.00%  kworker/23:3-di  [kernel.kallsyms]     [k] try_to_wake_up
     0.01%     0.01%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000023e71
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000c9d10e
     0.01%     0.01%  mariadbd         libc-2.28.so          [.] __strnlen_avx2
     0.01%     0.00%  kworker/2:1-dio  [kernel.kallsyms]     [k] iomap_dio_complete_work
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] update_vsyscall
     0.01%     0.00%  mariadbd         [kernel.kallsyms]     [k] import_single_range
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] dma_unmap_sg_attrs
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000d741ae
     0.01%     0.00%  kworker/11:3-di  [kernel.kallsyms]     [k] autoremove_wake_function
     0.01%     0.00%  kworker/11:3-di  [kernel.kallsyms]     [k] __wake_up_common
     0.01%     0.00%  kworker/11:3-di  [kernel.kallsyms]     [k] __wake_up_common_lock
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] mark_page_accessed
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000da1880
     0.01%     0.00%  kworker/23:7-di  [kernel.kallsyms]     [k] try_to_wake_up
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] wake_page_function
     0.01%     0.00%  kworker/7:0      [kernel.kallsyms]     [k] aio_complete_rw
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000768bd5
     0.01%     0.01%  kworker/20:1     [kernel.kallsyms]     [k] update_cfs_rq_h_load
     0.01%     0.00%  kworker/20:1     [kernel.kallsyms]     [k] wake_affine_weight
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] skb_free_head
     0.01%     0.00%  kworker/11:0     [kernel.kallsyms]     [k] aio_complete_rw
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] task_tick_idle
     0.01%     0.00%  kworker/24:0     [kernel.kallsyms]     [k] __wake_up_common_lock
     0.01%     0.01%  tclsh8.6         libmariatcl0.1.so     [.] Mariatcl_Exec
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000c9fc0e
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] mempool_free_slab
     0.01%     0.00%  kworker/19:3-di  [kernel.kallsyms]     [k] iomap_dio_complete
     0.01%     0.00%  kworker/19:3-di  [kernel.kallsyms]     [k] iomap_dio_complete_work
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] __rq_qos_done_bio
     0.01%     0.01%  mariadbd         mariadbd              [.] _ZN3THD12killed_errnoEv
     0.01%     0.01%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000024081
     0.01%     0.00%  kworker/11:0     [kernel.kallsyms]     [k] __schedule
     0.01%     0.00%  kworker/11:0     [kernel.kallsyms]     [k] schedule
     0.01%     0.00%  mariadbd         [kernel.kallsyms]     [k] raw_notifier_call_chain
     0.01%     0.00%  kworker/18:6-di  [kernel.kallsyms]     [k] process_one_work
     0.01%     0.00%  kworker/4:4-dio  [kernel.kallsyms]     [k] kthread
     0.01%     0.00%  kworker/4:4-dio  [kernel.kallsyms]     [k] ret_from_fork
     0.01%     0.00%  kworker/4:4-dio  [kernel.kallsyms]     [k] worker_thread
     0.01%     0.01%  mariadbd         [vdso]                [.] 0x0000000000000837
     0.01%     0.00%  kworker/7:0      [kernel.kallsyms]     [k] __schedule
     0.01%     0.00%  kworker/7:0      [kernel.kallsyms]     [k] schedule
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] perf_swevent_start
     0.01%     0.01%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001b10a
     0.01%     0.01%  tclsh8.6         libmariadb.so.3       [.] 0x000000000002567b
     0.01%     0.00%  kworker/17:2-di  [kernel.kallsyms]     [k] try_to_wake_up
     0.01%     0.00%  kworker/3:1-dio  [kernel.kallsyms]     [k] aio_complete
     0.01%     0.01%  kworker/0:4-dio  [kernel.kallsyms]     [k] ext4_find_extent
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] first_iovec_segment
     0.01%     0.01%  mariadbd         mariadbd              [.] _ZN16Lex_input_stream13lex_one_tokenEP7YYSTYPEP3THD
     0.01%     0.00%  kworker/10:0-di  [kernel.kallsyms]     [k] __wake_up_common_lock
     0.01%     0.01%  mariadbd         libpthread-2.28.so    [.] __condvar_confirm_wakeup
     0.01%     0.00%  kworker/0:4-dio  [kernel.kallsyms]     [k] asm_common_interrupt
     0.01%     0.00%  kworker/0:4-dio  [kernel.kallsyms]     [k] common_interrupt
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] _raw_spin_trylock
     0.01%     0.01%  mariadbd         mariadbd              [.] _ZN7handler13ha_update_rowEPKhS1_
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] wbt_data_dir
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000da18b7
     0.01%     0.00%  mariadbd         [kernel.kallsyms]     [k] put_cpu_partial
     0.01%     0.00%  kworker/2:1-dio  [kernel.kallsyms]     [k] pick_next_task_fair
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000c9efcd
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] irqtime_account_irq
     0.01%     0.00%  kworker/26:0-di  [kernel.kallsyms]     [k] set_next_entity
     0.01%     0.00%  kworker/26:0-di  [kernel.kallsyms]     [k] pick_next_task_fair
     0.01%     0.01%  swapper          [kernel.kallsyms]     [k] rcu_irq_enter
     0.01%     0.00%  swapper          [kernel.kallsyms]     [k] autoremove_wake_function
     0.01%     0.00%  mariadbd         [kernel.kallsyms]     [k] generic_write_check_limits
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] blk_mq_sched_restart
     0.01%     0.01%  tclsh8.6         [kernel.kallsyms]     [k] __lock_text_start
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] calculate_imbalance
     0.01%     0.00%  mariadbd         [kernel.kallsyms]     [k] lru_add_drain_cpu
     0.01%     0.01%  mariadbd         mariadbd              [.] _ZN11Query_cache13end_of_resultEP3THD
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000c829d7
     0.01%     0.00%  tclsh8.6         [kernel.kallsyms]     [k] reweight_entity
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000c9f794
     0.01%     0.01%  mariadbd         mariadbd              [.] _ZN3LEX5startEP3THD
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] __x86_indirect_thunk_rdx
     0.01%     0.00%  kworker/29:0     [kernel.kallsyms]     [k] asm_common_interrupt
     0.01%     0.00%  kworker/29:0     [kernel.kallsyms]     [k] common_interrupt
     0.01%     0.00%  kworker/7:1-dio  [kernel.kallsyms]     [k] __wake_up_common
     0.01%     0.00%  kworker/7:1-dio  [kernel.kallsyms]     [k] __wake_up_common_lock
     0.01%     0.00%  kworker/7:1-dio  [kernel.kallsyms]     [k] autoremove_wake_function
     0.01%     0.00%  kworker/7:1-dio  [kernel.kallsyms]     [k] try_to_wake_up
     0.01%     0.00%  kworker/u64:1-i  [kernel.kallsyms]     [k] kthread
     0.01%     0.00%  kworker/u64:1-i  [kernel.kallsyms]     [k] process_one_work
     0.01%     0.00%  kworker/u64:1-i  [kernel.kallsyms]     [k] ret_from_fork
     0.01%     0.00%  kworker/u64:1-i  [kernel.kallsyms]     [k] worker_thread
     0.01%     0.01%  mariadbd         mariadbd              [.] _ZN3LEX18need_correct_identEv
     0.01%     0.01%  mariadbd         mariadbd              [.] 0x0000000000d91c6a
     0.01%     0.01%  mariadbd         [kernel.kallsyms]     [k] page_mkclean
     0.01%     0.00%  kworker/4:1-dio  [kernel.kallsyms]     [k] iomap_dio_complete
     0.01%     0.00%  kworker/4:1-dio  [kernel.kallsyms]     [k] iomap_dio_complete_work
     0.01%     0.01%  mariadbd         mariadbd              [.] _ZN7handler10rebind_psiEv
     0.01%     0.01%  mariadbd         mariadbd              [.] _ZN16Diagnostics_area22reset_diagnostics_areaEv
     0.01%     0.00%  kworker/22:6-di  [kernel.kallsyms]     [k] kthread
