# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 10607535979821
#
# Children      Self  Command          Shared Object                          Symbol                                                                                                                                                                        
# ........  ........  ...............  .....................................  ..............................................................................................................................................................................
#
     0.28%     0.01%  mariadbd         [kernel.kallsyms]                      [k] ext4_ext_map_blocks
     0.28%     0.18%  mariadbd         [kernel.kallsyms]                      [k] plist_add
     0.28%     0.20%  mariadbd         [kernel.kallsyms]                      [k] kmem_cache_free
     0.27%     0.15%  mariadbd         [kernel.kallsyms]                      [k] __update_blocked_fair
     0.27%     0.03%  mariadbd         [kernel.kallsyms]                      [k] sched_clock_cpu
     0.27%     0.08%  mariadbd         [kernel.kallsyms]                      [k] refill_obj_stock
     0.26%     0.24%  swapper          [kernel.kallsyms]                      [k] update_rq_clock_task
     0.26%     0.19%  mariadbd         [kernel.kallsyms]                      [k] __update_idle_core
     0.26%     0.16%  mariadbd         [kernel.kallsyms]                      [k] dma_pool_alloc
     0.26%     0.01%  swapper          [kernel.kallsyms]                      [k] iomap_dio_bio_end_io
     0.26%     0.01%  mariadbd         [kernel.kallsyms]                      [k] copy_page_from_iter_atomic
     0.25%     0.25%  mariadbd         [kernel.kallsyms]                      [k] __default_send_IPI_dest_field
     0.25%     0.25%  mariadbd         libpthread-2.28.so                     [.] __pthread_mutex_unlock_usercnt
     0.25%     0.11%  tclsh8.6         [kernel.kallsyms]                      [k] sock_poll
     0.25%     0.01%  mariadbd         [kernel.kallsyms]                      [k] touch_atime
     0.25%     0.25%  tclsh8.6         [kernel.kallsyms]                      [k] copy_user_generic_string
     0.25%     0.03%  tclsh8.6         [kernel.kallsyms]                      [k] select_idle_sibling
     0.25%     0.24%  mariadbd         [kernel.kallsyms]                      [k] __get_user_nocheck_4
     0.25%     0.02%  swapper          [kernel.kallsyms]                      [k] quiet_vmstat
     0.25%     0.25%  mariadbd         mariadbd                               [.] _Z16dispatch_command19enum_server_commandP3THDPcjb
     0.25%     0.00%  mariadbd         [kernel.kallsyms]                      [k] __ext4_mark_inode_dirty
     0.24%     0.24%  swapper          [kernel.kallsyms]                      [k] __update_load_avg_se
     0.24%     0.12%  mariadbd         [kernel.kallsyms]                      [k] put_prev_entity
     0.24%     0.12%  mariadbd         [kernel.kallsyms]                      [k] __check_object_size.part.0
     0.24%     0.01%  tclsh8.6         [kernel.kallsyms]                      [k] kmalloc_reserve
     0.24%     0.01%  swapper          [kernel.kallsyms]                      [k] try_to_wake_up
     0.24%     0.12%  swapper          [kernel.kallsyms]                      [k] __update_blocked_fair
     0.24%     0.01%  swapper          [kernel.kallsyms]                      [k] irq_enter_rcu
     0.23%     0.16%  tclsh8.6         [kernel.kallsyms]                      [k] __kmalloc_node_track_caller
     0.23%     0.23%  mariadbd         [kernel.kallsyms]                      [k] native_sched_clock
     0.23%     0.15%  tclsh8.6         [kernel.kallsyms]                      [k] kmem_cache_free
     0.23%     0.01%  swapper          [kernel.kallsyms]                      [k] find_busiest_group
     0.23%     0.23%  swapper          [kernel.kallsyms]                      [k] _raw_spin_lock_irqsave
     0.23%     0.00%  tclsh8.6         [kernel.kallsyms]                      [k] asm_sysvec_apic_timer_interrupt
     0.23%     0.00%  mariadbd         [kernel.kallsyms]                      [k] file_write_and_wait_range
     0.23%     0.00%  kswapd0          [kernel.kallsyms]                      [k] balance_pgdat
     0.23%     0.00%  kswapd0          [kernel.kallsyms]                      [k] kswapd
     0.23%     0.00%  kswapd0          [kernel.kallsyms]                      [k] kthread
     0.23%     0.00%  kswapd0          [kernel.kallsyms]                      [k] ret_from_fork
     0.23%     0.00%  kswapd0          [kernel.kallsyms]                      [k] shrink_node
     0.23%     0.06%  swapper          [kernel.kallsyms]                      [k] need_update
     0.22%     0.00%  kswapd0          [kernel.kallsyms]                      [k] shrink_node_memcgs
     0.22%     0.00%  tclsh8.6         [kernel.kallsyms]                      [k] sysvec_apic_timer_interrupt
     0.22%     0.22%  mariadbd         [kernel.kallsyms]                      [k] send_call_function_single_ipi
     0.22%     0.22%  mariadbd         mariadbd                               [.] crc32c_3way
     0.22%     0.04%  swapper          [kernel.kallsyms]                      [k] tick_irq_enter
     0.22%     0.04%  tclsh8.6         [kernel.kallsyms]                      [k] syscall_exit_work
     0.22%     0.12%  tclsh8.6         [kernel.kallsyms]                      [k] __check_object_size.part.0
     0.22%     0.02%  mariadbd         [kernel.kallsyms]                      [k] mempool_alloc
     0.22%     0.00%  kswapd0          [kernel.kallsyms]                      [k] lru_gen_shrink_lruvec
     0.22%     0.00%  kswapd0          [kernel.kallsyms]                      [k] evict_pages
     0.22%     0.16%  swapper          [kernel.kallsyms]                      [k] asm_sysvec_reschedule_ipi
     0.21%     0.07%  swapper          [kernel.kallsyms]                      [k] check_preempt_curr
     0.21%     0.18%  mariadbd         [kernel.kallsyms]                      [k] up_read
     0.21%     0.03%  swapper          [kernel.kallsyms]                      [k] update_sd_lb_stats.constprop.0
     0.21%     0.02%  mariadbd         [kernel.kallsyms]                      [k] submit_bio_noacct
     0.21%     0.01%  mariadbd         [kernel.kallsyms]                      [k] detach_tasks
     0.21%     0.02%  mariadbd         [kernel.kallsyms]                      [k] obj_cgroup_charge_pages
     0.21%     0.14%  mariadbd         [kernel.kallsyms]                      [k] kmem_cache_alloc
     0.20%     0.20%  mariadbd         [kernel.kallsyms]                      [k] __list_del_entry_valid
     0.20%     0.01%  mariadbd         [kernel.kallsyms]                      [k] file_update_time
     0.20%     0.01%  mariadbd         [kernel.kallsyms]                      [k] skb_release_head_state
     0.20%     0.20%  mariadbd         [kernel.kallsyms]                      [k] syscall_return_via_sysret
     0.20%     0.02%  mariadbd         [kernel.kallsyms]                      [k] skb_copy_datagram_from_iter
     0.20%     0.20%  mariadbd         [kernel.kallsyms]                      [k] try_grab_compound_head
     0.20%     0.10%  tclsh8.6         [kernel.kallsyms]                      [k] unix_write_space
     0.20%     0.00%  mariadbd         [kernel.kallsyms]                      [k] __filemap_fdatawrite_range
     0.20%     0.04%  swapper          [kernel.kallsyms]                      [k] __remove_hrtimer
     0.20%     0.05%  mariadbd         [kernel.kallsyms]                      [k] ext4_find_extent
     0.20%     0.05%  swapper          [kernel.kallsyms]                      [k] amd_pmu_wait_on_overflow
     0.20%     0.03%  mariadbd         [kernel.kallsyms]                      [k] try_charge_memcg
     0.20%     0.20%  tclsh8.6         [kernel.kallsyms]                      [k] _raw_spin_lock_irqsave
     0.20%     0.01%  mariadbd         [kernel.kallsyms]                      [k] unix_destruct_scm
     0.20%     0.01%  mariadbd         [kernel.kallsyms]                      [k] __block_write_begin_int
     0.19%     0.00%  mariadbd         [kernel.kallsyms]                      [k] do_writepages
     0.19%     0.00%  mariadbd         [kernel.kallsyms]                      [k] ext4_writepages
     0.19%     0.05%  mariadbd         [kernel.kallsyms]                      [k] submit_bio_checks
     0.19%     0.00%  tclsh8.6         [kernel.kallsyms]                      [k] __sysvec_apic_timer_interrupt
     0.19%     0.02%  mariadbd         [kernel.kallsyms]                      [k] __check_block_validity.constprop.0
     0.19%     0.00%  tclsh8.6         [kernel.kallsyms]                      [k] hrtimer_interrupt
     0.19%     0.08%  tclsh8.6         [kernel.kallsyms]                      [k] update_load_avg
     0.19%     0.00%  mariadbd         [kernel.kallsyms]                      [k] generic_update_time
     0.19%     0.12%  tclsh8.6         [kernel.kallsyms]                      [k] drain_obj_stock
     0.19%     0.13%  mariadbd         [kernel.kallsyms]                      [k] drain_obj_stock
     0.19%     0.03%  tclsh8.6         [kernel.kallsyms]                      [k] pick_next_task_fair
     0.19%     0.04%  mariadbd         [kernel.kallsyms]                      [k] set_next_entity
     0.19%     0.06%  swapper          [kernel.kallsyms]                      [k] cpuidle_governor_latency_req
     0.19%     0.06%  mariadbd         [kernel.kallsyms]                      [k] path_put
     0.18%     0.00%  tclsh8.6         [kernel.kallsyms]                      [k] ttwu_do_activate
     0.18%     0.16%  swapper          [kernel.kallsyms]                      [k] irqentry_enter
     0.18%     0.02%  mariadbd         [kernel.kallsyms]                      [k] _copy_to_iter
     0.18%     0.05%  mariadbd         [kernel.kallsyms]                      [k] sock_wfree
     0.18%     0.18%  mariadbd         [kernel.kallsyms]                      [k] __const_udelay
     0.18%     0.01%  mariadbd         [kernel.kallsyms]                      [k] __queue_work
     0.18%     0.05%  tclsh8.6         [kernel.kallsyms]                      [k] enqueue_task_fair
     0.18%     0.01%  kswapd0          [kernel.kallsyms]                      [k] shrink_page_list
     0.18%     0.02%  tclsh8.6         [kernel.kallsyms]                      [k] _copy_to_iter
     0.18%     0.01%  tclsh8.6         [kernel.kallsyms]                      [k] obj_cgroup_charge_pages
     0.18%     0.12%  swapper          [kernel.kallsyms]                      [k] irqtime_account_irq
     0.18%     0.00%  mariadbd         [kernel.kallsyms]                      [k] nvme_pci_complete_rq
     0.18%     0.00%  tclsh8.6         [kernel.kallsyms]                      [k] __hrtimer_run_queues
     0.18%     0.00%  tclsh8.6         [kernel.kallsyms]                      [k] __run_hrtimer
     0.18%     0.10%  tclsh8.6         [kernel.kallsyms]                      [k] __audit_syscall_exit
     0.17%     0.01%  tclsh8.6         [kernel.kallsyms]                      [k] skb_copy_datagram_from_iter
     0.17%     0.00%  mariadbd         [kernel.kallsyms]                      [k] __getblk_gfp
     0.17%     0.00%  tclsh8.6         [kernel.kallsyms]                      [k] tick_sched_timer
     0.17%     0.16%  mariadbd         [kernel.kallsyms]                      [k] read_tsc
     0.17%     0.01%  tclsh8.6         [kernel.kallsyms]                      [k] simple_copy_to_iter
     0.17%     0.16%  mariadbd         [kernel.kallsyms]                      [k] ext4_inode_block_valid
     0.17%     0.01%  swapper          [kernel.kallsyms]                      [k] hrtimer_cancel
     0.17%     0.00%  mariadbd         [kernel.kallsyms]                      [k] add_to_page_cache_lru
     0.17%     0.00%  mariadbd         [kernel.kallsyms]                      [k] __find_get_block
     0.17%     0.03%  tclsh8.6         [kernel.kallsyms]                      [k] try_charge_memcg
     0.17%     0.00%  mariadbd         [kernel.kallsyms]                      [k] queue_work_on
     0.17%     0.04%  tclsh8.6         [kernel.kallsyms]                      [k] ttwu_queue_wakelist
     0.16%     0.12%  swapper          [kernel.kallsyms]                      [k] update_sg_lb_stats
     0.16%     0.10%  mariadbd         [kernel.kallsyms]                      [k] reweight_entity
     0.16%     0.15%  mariadbd         [kernel.kallsyms]                      [k] switch_mm_irqs_off
     0.16%     0.04%  mariadbd         [kernel.kallsyms]                      [k] syscall_trace_enter.constprop.0
     0.16%     0.01%  mariadbd         [kernel.kallsyms]                      [k] balance_dirty_pages_ratelimited
     0.16%     0.06%  mariadbd         [kernel.kallsyms]                      [k] __unqueue_futex
     0.16%     0.01%  swapper          [kernel.kallsyms]                      [k] run_rebalance_domains
     0.16%     0.02%  tclsh8.6         [kernel.kallsyms]                      [k] exit_to_user_mode_prepare
     0.16%     0.04%  mariadbd         [kernel.kallsyms]                      [k] sock_poll
     0.16%     0.07%  mariadbd         [kernel.kallsyms]                      [k] __cond_resched
     0.15%     0.07%  tclsh8.6         [kernel.kallsyms]                      [k] update_curr
     0.15%     0.07%  mariadbd         [kernel.kallsyms]                      [k] __cgroup_account_cputime
     0.15%     0.04%  tclsh8.6         [kernel.kallsyms]                      [k] __fget_light
     0.15%     0.15%  mariadbd         [kernel.kallsyms]                      [k] __rdgsbase_inactive
     0.15%     0.05%  mariadbd         [kernel.kallsyms]                      [k] update_rq_clock
     0.15%     0.00%  mariadbd         [kernel.kallsyms]                      [k] simple_copy_to_iter
     0.15%     0.00%  tclsh8.6         [kernel.kallsyms]                      [k] tick_sched_handle
     0.15%     0.01%  tclsh8.6         [kernel.kallsyms]                      [k] update_process_times
     0.15%     0.07%  mariadbd         [kernel.kallsyms]                      [k] __rq_qos_throttle
     0.15%     0.02%  mariadbd         [kernel.kallsyms]                      [k] cpumask_next
     0.15%     0.02%  mariadbd         [kernel.kallsyms]                      [k] __blk_mq_alloc_request
     0.15%     0.09%  mariadbd         [kernel.kallsyms]                      [k] check_preempt_wakeup
