# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 11928368488412
#
# Children      Self  Command          Shared Object      Symbol                                                        
# ........  ........  ...............  .................  ..............................................................
#
     0.00%     0.00%  migration/26     [kernel.kallsyms]  [k] migrate_swap_stop
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] queued_spin_unlock
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] security_vm_enough_memory_mm
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1489     [.] 0x00007fdbb1591728
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] acpi_os_read_port
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] acpi_hw_gpe_read
     0.00%     0.00%  migration/46     [kernel.kallsyms]  [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/46     [kernel.kallsyms]  [k] migrate_swap_stop
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.00%     0.00%  kworker/14:1-mm  [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] exit_signals
     0.00%     0.00%  migration/2      [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] fscrypt_match_name
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] acpi_ut_valid_name_char
     0.00%     0.00%  usb-storage      [kernel.kallsyms]  [k] xhci_urb_enqueue
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] kmalloc_slab
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] __d_alloc
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] __kmalloc
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] d_alloc
     0.00%     0.00%  systemd-journal  [kernel.kallsyms]  [k] d_alloc_parallel
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __inc_node_page_state
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] __perf_event_header__init_id
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]  [k] update_curr
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]  [k] dequeue_entity
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  kworker/23:1-ev  [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1682     [.] 0x00007f03d546c171
     0.00%     0.00%  kcompactd1       [unknown]          [.] 0000000000000000
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] drm_gem_vram_object_vmap
     0.00%     0.00%  kworker/7:1-eve  [kernel.kallsyms]  [k] __free_one_page
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] rcu_accelerate_cbs
     0.00%     0.00%  java             [kernel.kallsyms]  [k] fill_pud
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] next_uptodate_page
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] filemap_map_pages
     0.00%     0.00%  migration/29     [kernel.kallsyms]  [k] update_cfs_group
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]  [k] _find_next_bit
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] ___slab_alloc
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]  [k] __vunmap
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]  [k] free_work
     0.00%     0.00%  java             [kernel.kallsyms]  [k] task_active_pid_ns
     0.00%     0.00%  readlink         [kernel.kallsyms]  [k] __d_lookup_rcu
     0.00%     0.00%  readlink         [kernel.kallsyms]  [k] __x64_sys_openat
     0.00%     0.00%  readlink         [kernel.kallsyms]  [k] do_filp_open
     0.00%     0.00%  readlink         [kernel.kallsyms]  [k] do_sys_openat2
     0.00%     0.00%  readlink         [kernel.kallsyms]  [k] lookup_fast
     0.00%     0.00%  readlink         [kernel.kallsyms]  [k] path_openat
     0.00%     0.00%  migration/32     [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] __cond_resched
     0.00%     0.00%  :-1              [kernel.kallsyms]  [k] seccomp_filter_release
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] uncharge_page
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]  [k] memcg_slab_free_hook
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]  [k] i_callback
     0.00%     0.00%  ksoftirqd/44     [kernel.kallsyms]  [k] proc_free_inode
     0.00%     0.00%  java             [kernel.kallsyms]  [k] __wake_up_sync_key
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] task_numa_find_cpu
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]  [k] enqueue_timer
     0.00%     0.00%  kworker/36:1-ev  [kernel.kallsyms]  [k] add_timer_on
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] __kernel_read
     0.00%     0.00%  bash             [kernel.kallsyms]  [k] kernel_read
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] update_fast_timekeeper
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] tick_do_update_jiffies64.part.0
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] timekeeping_advance
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] timekeeping_update
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] update_wall_time
     0.00%     0.00%  migration/2      [kernel.kallsyms]  [k] enqueue_task_fair
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] __arch_override_mprotect_pkey
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] find_vma_prev
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x0000000000652249
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] __slab_free
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] strnlen
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]  [k] _raw_spin_lock
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] audit_alloc
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] unregister_hw_breakpoint
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] __ext4_get_inode_loc
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] __ext4_iget
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] __getblk_gfp
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] __getblk_slow
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] __lookup_slow
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] ext4_lookup
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] ext4_sb_breadahead_unmovable
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] pagecache_get_page
     0.00%     0.00%  shutdown-hook-0  [kernel.kallsyms]  [k] workingset_refault
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] vma_link
     0.00%     0.00%  migration/7      [kernel.kallsyms]  [k] psi_task_change
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] rb_erase
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] hrtimer_try_to_cancel.part.0
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] workingset_activation
     0.00%     0.00%  migration/36     [kernel.kallsyms]  [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/36     [kernel.kallsyms]  [k] migrate_swap_stop
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] update_cfs_rq_h_load
     0.00%     0.00%  kworker/u97:9-e  [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  migration/1      [kernel.kallsyms]  [k] cpu_stopper_thread
     0.00%     0.00%  top              [kernel.kallsyms]  [k] __mod_lruvec_state
     0.00%     0.00%  top              [kernel.kallsyms]  [k] mod_lruvec_state.constprop.0
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] try_to_migrate_one
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] delayed_work_timer_fn
     0.00%     0.00%  kworker/27:2-ev  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  kworker/4:2-mm_  [kernel.kallsyms]  [k] vmstat_update
     0.00%     0.00%  migration/46     [kernel.kallsyms]  [k] psi_task_change
     0.00%     0.00%  migration/46     [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  kworker/u97:0-f  [kernel.kallsyms]  [k] dma_direct_map_sg
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] page_cpupid_xchg_last
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __fdget_pos
     0.00%     0.00%  LocalJobRunner   [JIT] tid 2065     [.] 0x00007f629105241c
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] hash_futex
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] arch_local_save_flags
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] rwb_arm_timer
     0.00%     0.00%  ksoftirqd/46     [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  ksoftirqd/46     [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/46     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  ksoftirqd/46     [kernel.kallsyms]  [k] rebalance_domains
     0.00%     0.00%  ksoftirqd/46     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/46     [kernel.kallsyms]  [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/46     [kernel.kallsyms]  [k] run_rebalance_domains
     0.00%     0.00%  ksoftirqd/46     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] acpi_ds_obj_stack_push
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] page_not_mapped
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] tlb_gather_mmu
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] run_rebalance_domains
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __update_load_avg_blocked_se
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_mmap
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_mmap
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ksys_mmap_pgoff
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] vm_mmap_pgoff
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] task_numa_migrate.isra.0
     0.00%     0.00%  kworker/21:1H-k  [kernel.kallsyms]  [k] update_rq_clock
     0.00%     0.00%  kworker/21:1H-k  [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  kworker/21:1H-k  [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  kworker/21:1H-k  [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  kworker/21:1H-k  [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  kworker/21:1H-k  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] blkcg_rstat_flush
     0.00%     0.00%  top              [kernel.kallsyms]  [k] next_uptodate_page
     0.00%     0.00%  top              [kernel.kallsyms]  [k] filemap_map_pages
     0.00%     0.00%  migration/9      [kernel.kallsyms]  [k] __switch_to_asm
     0.00%     0.00%  C2 CompilerThre  libjvm.so          [.] 0x0000000000a93337
     0.00%     0.00%  migration/6      [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] acpi_ps_get_next_simple_arg
     0.00%     0.00%  kworker/16:1-mm  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  migration/28     [kernel.kallsyms]  [k] dequeue_task_fair
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] __put_task_struct
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] taskstats_exit
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] blk_mq_free_request
     0.00%     0.00%  kworker/38:1-ev  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] radix_tree_tag_get
     0.00%     0.00%  Finalizer        [kernel.kallsyms]  [k] __restore_fpregs_from_fpstate
     0.00%     0.00%  Finalizer        [kernel.kallsyms]  [k] switch_fpu_return
     0.00%     0.00%  java             [kernel.kallsyms]  [k] do_dentry_open
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] __migrate_swap_task.part.0
     0.00%     0.00%  migration/22     [kernel.kallsyms]  [k] migrate_swap_stop
     0.00%     0.00%  kworker/u97:9-e  [kernel.kallsyms]  [k] _find_next_bit
     0.00%     0.00%  kworker/41:1-ev  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  swapper          [kernel.kallsyms]  [k] irq_work_tick
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] exit_thread
     0.00%     0.00%  migration/9      [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]  [k] __free_one_page
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] current_time
     0.00%     0.00%  kworker/31:2-ev  [kernel.kallsyms]  [k] drain_zone_pages
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] syscall_return_via_sysret
     0.00%     0.00%  migration/11     [kernel.kallsyms]  [k] multi_cpu_stop
     0.00%     0.00%  top              [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%     0.00%  top              [kernel.kallsyms]  [k] __lock_task_sighand
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] vmacache_update
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] proc_comm_connector
     0.00%     0.00%  kworker/39:1-ev  [kernel.kallsyms]  [k] refresh_cpu_vm_stats
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]  [k] native_smp_send_reschedule
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]  [k] check_preempt_curr
     0.00%     0.00%  usb-storage      [kernel.kallsyms]  [k] llist_add_batch
     0.00%     0.00%  kworker/31:2-ev  [kernel.kallsyms]  [k] psi_avgs_work
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] drain_local_pages
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] drain_pages_zone
     0.00%     0.00%  kcompactd0       [kernel.kallsyms]  [k] lru_add_drain_cpu_zone
     0.00%     0.00%  Sampler Reader   [kernel.kallsyms]  [k] attach_entity_load_avg
     0.00%     0.00%  rcu_sched        [kernel.kallsyms]  [k] rcu_accelerate_cbs
     0.00%     0.00%  migration/18     [kernel.kallsyms]  [k] psi_task_change
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] rcu_all_qs
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] __ext4_new_inode
     0.00%     0.00%  ksoftirqd/21     [kernel.kallsyms]  [k] net_tx_action
     0.00%     0.00%  ksoftirqd/21     [kernel.kallsyms]  [k] __softirqentry_text_start
     0.00%     0.00%  ksoftirqd/21     [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  ksoftirqd/21     [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  ksoftirqd/21     [kernel.kallsyms]  [k] run_ksoftirqd
     0.00%     0.00%  ksoftirqd/21     [kernel.kallsyms]  [k] smpboot_thread_fn
     0.00%     0.00%  java             [kernel.kallsyms]  [k] tasklet_clear_sched
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] percpu_counter_add_batch
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] ext4_es_lookup_extent
     0.00%     0.00%  Readahead Threa  [kernel.kallsyms]  [k] psi_task_switch
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] file_remove_privs
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] proc_fd_permission
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] __x64_sys_chmod
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] do_fchmodat
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] acpi_os_get_timer
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] __read_swap_cache_async
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] do_swap_page
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] swapin_readahead
     0.00%     0.00%  pool-4-thread-1  [JIT] tid 1682     [.] 0x00007f03d5e5776e
     0.00%     0.00%  migration/0      [kernel.kallsyms]  [k] dequeue_task
     0.00%     0.00%  kworker/25:2-ev  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  java             [kernel.kallsyms]  [k] mntget
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] iov_iter_fault_in_readable
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]  [k] collect_percpu_times
     0.00%     0.00%  kworker/9:1-mm_  [kernel.kallsyms]  [k] psi_avgs_work
     0.00%     0.00%  java             [kernel.kallsyms]  [k] mod_timer
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] i40e_clean_arq_element
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] x2apic_send_IPI_mask
     0.00%     0.00%  migration/23     [kernel.kallsyms]  [k] rcu_dynticks_inc
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] mark_wake_futex
     0.00%     0.00%  kworker/21:1-ev  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  java             [kernel.kallsyms]  [k] apparmor_task_free
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] ext4_inode_csum
     0.00%     0.00%  InMemoryMerger   [JIT] tid 1744     [.] 0x00007fa2dd0008b8
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] put_prev_entity
     0.00%     0.00%  migration/32     [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  InMemoryMerger   [kernel.kallsyms]  [k] prep_compound_page
     0.00%     0.00%  migration/39     [kernel.kallsyms]  [k] stop_machine_yield
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] __unqueue_futex
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] native_smp_send_reschedule
     0.00%     0.00%  jbd2/nvme0n1p3-  [kernel.kallsyms]  [k] xa_get_order
     0.00%     0.00%  java             [kernel.kallsyms]  [k] napi_complete_done
     0.00%     0.00%  kworker/u96:0-e  [kernel.kallsyms]  [k] kthread_data
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1985     [.] 0x00007f40693b30e1
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] free_task
     0.00%     0.00%  Sampler Reader   libc.so.6          [.] 0x00000000001b2732
     0.00%     0.00%  kworker/35:2-ev  [kernel.kallsyms]  [k] vmstat_update
     0.00%     0.00%  migration/13     [kernel.kallsyms]  [k] sugov_update_single_freq
     0.00%     0.00%  migration/13     [kernel.kallsyms]  [k] propagate_entity_cfs_rq
     0.00%     0.00%  migration/9      [kernel.kallsyms]  [k] rcu_dynticks_inc
     0.00%     0.00%  migration/27     [kernel.kallsyms]  [k] rcu_dynticks_inc
     0.00%     0.00%  migration/3      [kernel.kallsyms]  [k] __switch_to
     0.00%     0.00%  kworker/u97:9-e  [kernel.kallsyms]  [k] ext4_mb_initialize_context
     0.00%     0.00%  java             libjvm.so          [.] 0x00000000003f0335
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  java             [kernel.kallsyms]  [k] ext4_fc_track_create
     0.00%     0.00%  java             [kernel.kallsyms]  [k] read_hpet
     0.00%     0.00%  migration/6      [kernel.kallsyms]  [k] pick_next_task_fair
     0.00%     0.00%  migration/6      [kernel.kallsyms]  [k] __pick_next_task_fair
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] acpi_ns_opens_scope
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] ext4_insert_dentry
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] add_dirent_to_buf
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] ext4_add_entry
     0.00%     0.00%  python3          [kernel.kallsyms]  [k] ext4_add_nondir
     0.00%     0.00%  java             libjvm.so          [.] 0x000000000065511c
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] crc_104
     0.00%     0.00%  localfetcher#1   [kernel.kallsyms]  [k] ext4_dirblock_csum_verify
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] ext4_inode_csum
     0.00%     0.00%  kworker/u98:2-e  [kernel.kallsyms]  [k] ext4_inode_csum_set
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] __es_tree_search.isra.0
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] __es_shrink
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] es_reclaim_extents
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] ext4_es_scan
     0.00%     0.00%  top              [kernel.kallsyms]  [k] proc_readdir_de
     0.00%     0.00%  top              [kernel.kallsyms]  [k] proc_readdir
     0.00%     0.00%  migration/6      [kernel.kallsyms]  [k] rcu_dynticks_inc
     0.00%     0.00%  :-1              [kernel.kallsyms]  [k] d_invalidate
     0.00%     0.00%  :-1              [kernel.kallsyms]  [k] kthread
     0.00%     0.00%  :-1              [kernel.kallsyms]  [k] ret_from_fork
     0.00%     0.00%  :-1              [kernel.kallsyms]  [k] shrink_dcache_parent
     0.00%     0.00%  kworker/u98:3-e  [kernel.kallsyms]  [k] get_nr_dirty_inodes
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] update_process_times
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.00%     0.00%  SpillThread      [kernel.kallsyms]  [k] tick_sched_timer
     0.00%     0.00%  systemd-udevd    [kernel.kallsyms]  [k] do_epoll_wait
     0.00%     0.00%  migration/28     [kernel.kallsyms]  [k] balance_dl
     0.00%     0.00%  Thread-5         [kernel.kallsyms]  [k] error_entry
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] neigh_timer_handler
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] domain_dirty_limits
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] acpi_os_write_port
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] acpi_ev_asynch_enable_gpe
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] acpi_ev_finish_gpe
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] acpi_hw_gpe_write
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] acpi_ex_resolve_object
     0.00%     0.00%  kworker/31:2-ev  [kernel.kallsyms]  [k] collect_percpu_times
     0.00%     0.00%  LocalJobRunner   [JIT] tid 1682     [.] 0x00007f03d578af37
     0.00%     0.00%  migration/24     [kernel.kallsyms]  [k] multi_cpu_stop
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] mem_cgroup_from_task
     0.00%     0.00%  migration/23     [kernel.kallsyms]  [k] rcu_momentary_dyntick_idle
     0.00%     0.00%  kworker/0:1-eve  [kernel.kallsyms]  [k] set_next_entity
     0.00%     0.00%  kworker/u97:0-f  [kernel.kallsyms]  [k] _find_next_bit
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] __fsnotify_parent
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.00%     0.00%  kworker/38:1-ev  [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  LocalJobRunner   libjvm.so          [.] 0x00000000006a1ada
     0.00%     0.00%  systemd-timesyn  [kernel.kallsyms]  [k] getname_flags.part.0
     0.00%     0.00%  multipathd       [kernel.kallsyms]  [k] dequeue_task_rt
     0.00%     0.00%  java             [kernel.kallsyms]  [k] vfs_open
     0.00%     0.00%  Thread-5         libc.so.6          [.] 0x00000000001b2eae
     0.00%     0.00%  Timer for 'JobT  [kernel.kallsyms]  [k] get_timespec64
     0.00%     0.00%  migration/26     [kernel.kallsyms]  [k] update_load_avg
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] up_read
     0.00%     0.00%  VM Periodic Tas  [kernel.kallsyms]  [k] rcu_read_unlock_strict
     0.00%     0.00%  LocalJobRunner   [kernel.kallsyms]  [k] __ext4_fc_track_link
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] wait_transaction_locked
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]  [k] run_rebalance_domains
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] migrate_task_to
     0.00%     0.00%  VM Thread        [kernel.kallsyms]  [k] stop_one_cpu
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] dma_pool_alloc
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __resolve_freq
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] balance_fair
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] find_busiest_group
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] load_balance
     0.00%     0.00%  migration/34     [kernel.kallsyms]  [k] newidle_balance
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] unlock_page
     0.00%     0.00%  migration/7      [kernel.kallsyms]  [k] stop_machine_yield
     0.00%     0.00%  migration/20     [kernel.kallsyms]  [k] rcu_dynticks_inc
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] arch_get_unmapped_area_topdown
     0.00%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] get_unmapped_area
     0.00%     0.00%  kswapd1          [kernel.kallsyms]  [k] mem_cgroup_get_nr_swap_pages
     0.00%     0.00%  ksoftirqd/8      [kernel.kallsyms]  [k] cpuacct_charge
     0.00%     0.00%  communication t  [kernel.kallsyms]  [k] __vma_rb_erase
     0.00%     0.00%  kworker/42:1-ev  [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  kworker/42:1-ev  [kernel.kallsyms]  [k] schedule
     0.00%     0.00%  kworker/15:1-mm  [kernel.kallsyms]  [k] round_jiffies_relative
     0.00%     0.00%  kworker/25:2-ev  [kernel.kallsyms]  [k] __schedule
     0.00%     0.00%  perf             [kernel.kallsyms]  [k] native_irq_return_iret
