# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 27742558279198
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     0.02%     0.02%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000024bb0
     0.02%     0.00%  tuned            [kernel.kallsyms]      [k] arch_tlbbatch_flush
     0.02%     0.01%  memcached        [kernel.kallsyms]      [k] kmem_cache_alloc
     0.02%     0.02%  memtier_benchma  [unknown]              [.] 0x00007ffcf24bd8fe
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000016eb2
     0.02%     0.00%  tuned            [kernel.kallsyms]      [k] try_to_unmap_flush_dirty
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000008631
     0.02%     0.01%  memcached        [kernel.kallsyms]      [k] do_wp_page
     0.02%     0.02%  memtier_benchma  [unknown]              [.] 0x00007f2d0db6c624
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.02%     0.00%  sshd             [kernel.kallsyms]      [k] add_to_swap
     0.02%     0.02%  kcompactd0       [kernel.kallsyms]      [k] page_vma_mapped_walk
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] cpumask_any_but
     0.02%     0.02%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2e703
     0.02%     0.01%  memcached        [kernel.kallsyms]      [k] ktime_get_update_offsets_now
     0.02%     0.02%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee323d0
     0.02%     0.02%  swapper          [kernel.kallsyms]      [k] check_cpu_stall
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] run_rebalance_domains
     0.02%     0.01%  tuned            [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.02%     0.00%  tuned            [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.02%     0.00%  kswapd0          [kernel.kallsyms]      [k] zs_object_copy
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] update_cfs_rq_h_load
     0.02%     0.02%  memtier_benchma  [unknown]              [.] 0x00007f2d0e46cd80
     0.02%     0.02%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee241b0
     0.02%     0.02%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee370c1
     0.02%     0.02%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36f08
     0.02%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __x86_indirect_thunk_rax
     0.02%     0.02%  memcached        libpthread-2.28.so     [.] __pthread_enable_asynccancel
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000016e97
     0.02%     0.02%  memcached        memcached              [.] 0x000000000001e9f4
     0.02%     0.00%  memcached        [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.02%     0.02%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2d3c3
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] error_entry
     0.02%     0.02%  memcached        [kernel.kallsyms]      [k] __const_udelay
     0.02%     0.02%  memcached        memcached              [.] 0x0000000000004c04
     0.02%     0.01%  kcompactd0       [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.02%     0.02%  memcached        memcached              [.] 0x000000000000b3a1
     0.02%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] update_blocked_averages
     0.02%     0.02%  memtier_benchma  [unknown]              [.] 0x00007f2d0db760a0
     0.02%     0.01%  swapper          [kernel.kallsyms]      [k] sysvec_reschedule_ipi
     0.02%     0.02%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2f80b
     0.02%     0.01%  memcached        [kernel.kallsyms]      [k] super_cache_count
     0.02%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] ktime_get
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_sched_clock_irq
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3d39e
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36f70
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000013d61
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000016eaa
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] skb_unlink
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000001fa41
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _ZN17protocol_response5clearEv
     0.01%     0.00%  sshd             [kernel.kallsyms]      [k] get_swap_page
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] __bitmap_and
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] skb_unlink
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] find_vma
     0.01%     0.01%  memcached        memcached              [.] 0x000000000001386b
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] tick_nohz_irq_exit
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0db6c620
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000008477
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] __mod_zone_page_state
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2f170
     0.01%     0.01%  memcached        memcached              [.] 0x000000000001375f
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee34a41
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0dbd65e0
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee29df6
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] menu_reflect
     0.01%     0.00%  sshd             [kernel.kallsyms]      [k] rmap_walk_anon
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3a6d3
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] uncharge_page
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] put_pid
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] kfree_rcu_shrink_count
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] should_failslab
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] obj_malloc
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x0000000000024c1e
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee42324
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] rcu_pending
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] __part_end_io_acct
     0.01%     0.01%  kswapd0          [kernel.kallsyms]      [k] memcpy
     0.01%     0.00%  sshd             [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.01%     0.00%  sshd             [kernel.kallsyms]      [k] lzorle_compress
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] swap_page_sector
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] xas_create_range
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000019327
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] put_pid
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2f804
     0.01%     0.01%  memcached        memcached              [.] 0x00000000000093e3
     0.01%     0.01%  memcached        memcached              [.] 0x00000000000093cf
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafbc91
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] run_rebalance_domains
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] iovec_from_user
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee399d2
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] mem_cgroup_migrate
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee29e0c
     0.01%     0.01%  memcached        [vdso]                 [.] 0x00000000000007f1
     0.01%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] rcu_pending
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee3d58e
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee34a98
     0.01%     0.00%  swapper          [kernel.kallsyms]      [k] irqentry_enter
     0.01%     0.01%  memcached        memcached              [.] 0x000000000001ec5f
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee44ad0
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] update_cfs_rq_h_load
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2a30e
     0.01%     0.01%  kcompactd0       [kernel.kallsyms]      [k] page_counter_charge
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] __const_udelay
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee448a6
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] alloc_zspage
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] sockfd_lookup_light
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee341da
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] update_blocked_averages
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0db6c75f
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] __page_set_anon_rmap
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] should_failslab
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2d3c7
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] obj_free
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2a824
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] kfree_skbmem
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] __update_blocked_fair
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007ffcf24bda61
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] put_swap_page
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0db6c6af
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] __copy_msghdr_from_user
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] inc_node_page_state
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] memcpy
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] nohz_newidle_balance
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] futex_wait_setup
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] mem_cgroup_update_lru_size
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee26790
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] isolate_migratepages_block
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] isolate_migratepages
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000015b76
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007ffcf24bda81
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] __cgroup_account_cputime
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] __lock_text_start
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000022338
     0.01%     0.01%  memcached        memcached              [.] 0x000000000000b650
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] swap_duplicate
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _Z23benchmark_log_file_lineiPKcjS0_z
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] update_rq_clock
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] __swap_duplicate
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] mntput
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000002f9b3
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafea94
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] ktime_get_update_offsets_now
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0db027f4
     0.01%     0.00%  sshd             [kernel.kallsyms]      [k] default_send_IPI_mask_sequence_phys
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] skb_free_head
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] irqentry_enter
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] switch_mm_irqs_off
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] update_irq_load_avg
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2a395
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] hrtick_update
     0.01%     0.01%  sshd             [kernel.kallsyms]      [k] __default_send_IPI_dest_field
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee44577
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee26799
     0.01%     0.00%  memcached        [kernel.kallsyms]      [k] remove_entity_load_avg
     0.01%     0.01%  memcached        libevent-2.1.so.6.0.2  [.] 0x000000000002f789
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] putback_lru_page
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee24344
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0db760fd
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] mem_cgroup_charge_statistics.constprop.0
     0.01%     0.01%  memcached        memcached              [.] 0x0000000000014820
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] check_cpu_stall
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] security_socket_recvmsg
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] lru_cache_add
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] mem_cgroup_from_task
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee26cc5
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] rcu_idle_exit
     0.01%     0.01%  sshd             [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] enter_lazy_tlb
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _ZN6client18inc_reqs_processedEv
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _ZN16shard_connection8push_reqEP7request
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] native_apic_mem_write
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36ef1
     0.01%     0.01%  swapper          [kernel.kallsyms]      [k] update_rq_clock_task
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2f870
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] zs_shrinker_count
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] free_unref_page_commit.constprop.0
     0.01%     0.01%  memcached        memcached              [.] 0x000000000001d59c
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2f1a0
     0.01%     0.00%  kcompactd0       [kernel.kallsyms]      [k] __pagevec_lru_add
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee2f800
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee36b33
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] blk_queue_enter
     0.01%     0.01%  memcached        memcached              [.] 0x000000000002055b
     0.01%     0.01%  memtier_benchma  memtier_benchmark      [.] _ZN9run_stats13update_get_opEP7timevaljjjj
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0ee34240
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafea90
     0.01%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] check_cpu_stall
     0.01%     0.01%  memcached        [kernel.kallsyms]      [k] blk_queue_exit
     0.01%     0.01%  memtier_benchma  [unknown]              [.] 0x00007f2d0dafd743
