# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 31K of event 'cycles'
# Event count (approx.): 9051642699758
#
# Children      Self  Command          Shared Object                      Symbol                                        
# ........  ........  ...............  .................................  ..............................................
#
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                  [k] cgroup_rstat_flush_locked
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                  [k] mem_cgroup_flush_stats
     0.00%     0.00%  ReadStage-104    [kernel.kallsyms]                  [k] workingset_refault
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                  [k] task_scan_start
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                  [k] migrate_task_rq_fair
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                  [k] set_task_cpu
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                  [k] try_to_wake_up
     0.00%     0.00%  ReadStage-3      [kernel.kallsyms]                  [k] wake_up_q
     0.00%     0.00%  Thread-43        [kernel.kallsyms]                  [k] iterate_groups
     0.00%     0.00%  Thread-43        [kernel.kallsyms]                  [k] psi_task_switch
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                  [k] security_sock_rcv_skb
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                  [k] sk_filter_trim_cap
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                  [k] tcp_filter
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                  [k] _raw_spin_lock
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                  [k] newidle_balance
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                  [k] __schedule
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                  [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                  [k] do_futex
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                  [k] do_syscall_64
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                  [k] futex_wait
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                  [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                  [k] pick_next_task_fair
     0.00%     0.00%  ReadStage-53     [kernel.kallsyms]                  [k] schedule
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                  [k] do_futex
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                  [k] __x64_sys_futex
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                  [k] do_syscall_64
     0.00%     0.00%  Thread-138       [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] __update_load_avg_cfs_rq
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] __schedule
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] __x64_sys_futex
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] dequeue_task
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] dequeue_task_fair
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] do_futex
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] futex_wait
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] futex_wait_queue_me
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] schedule
     0.00%     0.00%  ReadStage-138    [kernel.kallsyms]                  [k] _raw_spin_lock
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] vmacache_find
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] find_vma
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                  [k] xas_store
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                  [k] ondemand_readahead
     0.00%     0.00%  ReadStage-135    [kernel.kallsyms]                  [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                  [k] available_idle_cpu
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                  [k] futex_wake
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                  [k] try_to_wake_up
     0.00%     0.00%  ReadStage-48     [kernel.kallsyms]                  [k] wake_up_q
     0.00%     0.00%  ReadStage-131    [kernel.kallsyms]                  [k] __x64_sys_futex
     0.00%     0.00%  ReadStage-131    [kernel.kallsyms]                  [k] do_futex
     0.00%     0.00%  ReadStage-131    [kernel.kallsyms]                  [k] do_syscall_64
     0.00%     0.00%  ReadStage-131    [kernel.kallsyms]                  [k] entry_SYSCALL_64_after_hwframe
     0.00%     0.00%  Thread-119       [kernel.kallsyms]                  [k] new_sync_write
     0.00%     0.00%  Thread-119       [kernel.kallsyms]                  [k] __x64_sys_write
     0.00%     0.00%  Thread-119       [kernel.kallsyms]                  [k] ksys_write
     0.00%     0.00%  Thread-119       [kernel.kallsyms]                  [k] vfs_write
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                  [k] xa_load
     0.00%     0.00%  ReadStage-36     [JIT] tid 2185                     [.] 0x00007f729de07af0
     0.00%     0.00%  ReadStage-36     [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                  [k] note_gp_changes
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                  [k] rcu_core
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                  [k] rcu_core_si
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                  [k] native_flush_tlb_local
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                  [k] __lock_text_start
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                  [k] __sysvec_call_function
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                  [k] cgroup_rstat_flush_irqsafe
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                  [k] flush_smp_call_function_queue
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                  [k] flush_tlb_func
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                  [k] generic_smp_call_function_single_interrupt
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                  [k] mem_cgroup_flush_stats
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                  [k] ondemand_readahead
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                  [k] page_cache_async_ra
     0.00%     0.00%  ReadStage-25     [kernel.kallsyms]                  [k] sysvec_call_function
     0.00%     0.00%  Thread-91        [kernel.kallsyms]                  [k] futex_wait_setup
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                  [k] cgroup_rstat_updated
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                  [k] __mod_lruvec_state
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                  [k] __mod_memcg_lruvec_state
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                  [k] __mod_memcg_state.part.0
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                  [k] __pagevec_lru_add
     0.00%     0.00%  ReadStage-119    [kernel.kallsyms]                  [k] lru_cache_add
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                  [k] futex_wait_queue_me
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]                  [k] find_get_pages_range
     0.00%     0.00%  kworker/u97:3-e  [kernel.kallsyms]                  [k] pagevec_lookup_range
     0.00%     0.00%  Thread-25        [kernel.kallsyms]                  [k] _raw_spin_lock
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] asm_sysvec_call_function_single
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] sysvec_call_function_single
     0.00%     0.00%  ReadStage-19     [kernel.kallsyms]                  [k] irq_enter_rcu
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                  [k] __blk_rq_map_sg
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                  [k] __blk_mq_try_issue_directly
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                  [k] __submit_bio
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                  [k] blk_flush_plug_list
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                  [k] blk_mq_flush_plug_list
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                  [k] blk_mq_sched_insert_requests
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                  [k] blk_mq_submit_bio
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                  [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                  [k] nvme_queue_rq
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                  [k] submit_bio
     0.00%     0.00%  kworker/u97:11-  [kernel.kallsyms]                  [k] submit_bio_noacct
     0.00%     0.00%  Thread-91        [kernel.kallsyms]                  [k] reweight_entity
     0.00%     0.00%  Thread-91        [kernel.kallsyms]                  [k] enqueue_entity
     0.00%     0.00%  Thread-91        [kernel.kallsyms]                  [k] enqueue_task
     0.00%     0.00%  Thread-91        [kernel.kallsyms]                  [k] enqueue_task_fair
     0.00%     0.00%  Thread-91        [kernel.kallsyms]                  [k] ttwu_do_activate
     0.00%     0.00%  Thread-91        [kernel.kallsyms]                  [k] update_cfs_group
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] dequeue_entity
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                  [k] __switch_to
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                  [k] __schedule
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                  [k] schedule
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                  [k] next_uptodate_page
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                  [k] filemap_map_pages
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                  [k] memcpy
     0.00%     0.00%  ReadStage-23     [kernel.kallsyms]                  [k] native_apic_msr_eoi_write
     0.00%     0.00%  ReadStage-130    [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                  [k] rcu_core
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                  [k] __softirqentry_text_start
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                  [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                  [k] irq_exit_rcu
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                  [k] rcu_core_si
     0.00%     0.00%  ReadStage-69     [kernel.kallsyms]                  [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                  [k] ext4_es_lookup_extent
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                  [k] ext4_map_blocks
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                  [k] ext4_mpage_readpages
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                  [k] ext4_readahead
     0.00%     0.00%  ReadStage-52     [kernel.kallsyms]                  [k] read_pages
     0.00%     0.00%  ReadStage-86     [kernel.kallsyms]                  [k] __rdgsbase_inactive
     0.00%     0.00%  ReadStage-44     [kernel.kallsyms]                  [k] __count_memcg_events
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                  [k] asm_sysvec_call_function
     0.00%     0.00%  ReadStage-11     [kernel.kallsyms]                  [k] sysvec_call_function
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                  [k] aa_sk_perm
     0.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                  [k] apparmor_socket_recvmsg
     0.00%     0.00%  ReadStage-51     [kernel.kallsyms]                  [k] syscall_enter_from_user_mode
     0.00%     0.00%  ReadStage-94     [kernel.kallsyms]                  [k] blkcg_rstat_flush
     0.00%     0.00%  java             [kernel.kallsyms]                  [k] change_protection
     0.00%     0.00%  kswapd0          [kernel.kallsyms]                  [k] page_rmapping
     0.00%     0.00%  Thread-56        [kernel.kallsyms]                  [k] do_futex
     0.00%     0.00%  Thread-56        [kernel.kallsyms]                  [k] __x64_sys_futex
     0.00%     0.00%  Native-Transpor  [kernel.kallsyms]                  [k] blk_mq_get_driver_tag
     0.00%     0.00%  ReadStage-41     [kernel.kallsyms]                  [k] try_to_wake_up
     0.00%     0.00%  ReadStage-106    [kernel.kallsyms]                  [k] futex_wake
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                  [k] _raw_spin_lock_irqsave
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                  [k] __cgroup_account_cputime
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                  [k] cgroup_rstat_updated
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                  [k] dequeue_entity
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                  [k] dequeue_task
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                  [k] dequeue_task_fair
     0.00%     0.00%  Thread-101       [kernel.kallsyms]                  [k] update_curr
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                  [k] newidle_balance
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                  [k] __schedule
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                  [k] futex_wait
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                  [k] futex_wait_queue_me
     0.00%     0.00%  ReadStage-103    [kernel.kallsyms]                  [k] schedule
     0.00%     0.00%  Thread-27        [kernel.kallsyms]                  [k] __cgroup_account_cputime
     0.00%     0.00%  ReadStage-99     [kernel.kallsyms]                  [k] ondemand_readahead
     0.00%     0.00%  ReadStage-99     [kernel.kallsyms]                  [k] page_cache_async_ra
     0.00%     0.00%  CompactionExecu  [kernel.kallsyms]                  [k] __lock_text_start
