# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 6647396362522
#
# Children      Self  Command          Shared Object         Symbol                                                                                                                                                                     
# ........  ........  ...............  ....................  ...........................................................................................................................................................................
#
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] reweight_entity
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c462da
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d53578
     0.00%     0.00%  top              [kernel.kallsyms]     [k] vma_interval_tree_insert
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9c7d7
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN7SEL_ARG5firstEv
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d1de0f
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]     [k] blk_mq_do_dispatch_ctx
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d189b2
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN8Item_intD0Ev
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca3e5b
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] rcu_note_context_switch
     0.00%     0.00%  kworker/22:1-ev  [kernel.kallsyms]     [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccd217
     0.00%     0.00%  gmain            [kernel.kallsyms]     [k] map_id_range_down
     0.00%     0.00%  gmain            [kernel.kallsyms]     [k] generic_permission
     0.00%     0.00%  gmain            [kernel.kallsyms]     [k] inode_permission.part.0
     0.00%     0.00%  gmain            [kernel.kallsyms]     [k] make_kuid
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccd1d6
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] task_tick_fair
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] __run_hrtimer
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] hrtimer_interrupt
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] scheduler_tick
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] tick_sched_handle
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] tick_sched_timer
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] update_process_times
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]     [k] __switch_to_asm
     0.00%     0.00%  kworker/8:1-eve  [kernel.kallsyms]     [k] _raw_spin_lock_irqsave
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ce7a16
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d54b9e
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] wake_up_nohz_cpu
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] add_timer_on
     0.00%     0.00%  kworker/3:8      [kernel.kallsyms]     [k] update_load_avg
     0.00%     0.00%  kworker/22:2-rc  [kernel.kallsyms]     [k] __switch_to_asm
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN5TABLE13field_to_fillEv
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] security_file_mprotect
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] raise_softirq
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000254d0
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]     [k] send_call_function_single_ipi
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca5af2
     0.00%     0.00%  kworker/9:2      [kernel.kallsyms]     [k] __irqentry_text_start
     0.00%     0.00%  kworker/18:11    [kernel.kallsyms]     [k] default_send_IPI_single_phys
     0.00%     0.00%  sssd             [kernel.kallsyms]     [k] do_poll.constprop.0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d09421
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ccd28a
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da1bb1
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c8445a
     0.00%     0.00%  kworker/23:0-ev  [kernel.kallsyms]     [k] wq_worker_running
     0.00%     0.00%  kworker/10:1H-k  [kernel.kallsyms]     [k] cpuacct_charge
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c7977d
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] inc_node_page_state
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]     [k] blk_mq_queue_tag_busy_iter
     0.00%     0.00%  kworker/15:1H-k  [kernel.kallsyms]     [k] blk_mq_timeout_work
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]     [k] amd_pmu_addr_offset
     0.00%     0.00%  kworker/16:1-ev  [kernel.kallsyms]     [k] x86_pmu_disable_all
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d793f1
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d734b0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cccc47
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] update_sg_lb_stats
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] find_busiest_group
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] load_balance
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] newidle_balance
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  khugepaged       [kernel.kallsyms]     [k] __mod_zone_page_state
     0.00%     0.00%  kworker/7:0-eve  [kernel.kallsyms]     [k] update_sg_lb_stats
     0.00%     0.00%  kworker/7:0-eve  [kernel.kallsyms]     [k] find_busiest_group
     0.00%     0.00%  kworker/7:0-eve  [kernel.kallsyms]     [k] load_balance
     0.00%     0.00%  kworker/7:0-eve  [kernel.kallsyms]     [k] newidle_balance
     0.00%     0.00%  kworker/7:0-eve  [kernel.kallsyms]     [k] pick_next_task_fair
     0.00%     0.00%  kworker/7:0-eve  [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/10:0-ev  [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000254f8
     0.00%     0.00%  top              [kernel.kallsyms]     [k] mntput_no_expire
     0.00%     0.00%  top              [kernel.kallsyms]     [k] terminate_walk
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] idle_cpu
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c35f1c
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] update_irq_load_avg
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] update_rq_clock_task
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] crc_64
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca5d2a
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da1b51
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]     [k] __update_load_avg_se
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000007b62f3
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] __update_idle_core
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] pick_next_task_idle
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d7209b
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca7894
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d916cd
     0.00%     0.00%  kworker/4:7      [kernel.kallsyms]     [k] update_cfs_group
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x00000000000207f4
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d38822
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca77fd
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9d53e
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]     [k] lock_page_memcg
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN14Item_cache_int7val_intEv
     0.00%     0.00%  migration/19     [kernel.kallsyms]     [k] __schedule
     0.00%     0.00%  migration/19     [kernel.kallsyms]     [k] kthread
     0.00%     0.00%  migration/19     [kernel.kallsyms]     [k] ret_from_fork
     0.00%     0.00%  migration/19     [kernel.kallsyms]     [k] schedule
     0.00%     0.00%  migration/19     [kernel.kallsyms]     [k] smpboot_thread_fn
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] try_to_unmap_flush
     0.00%     0.00%  kworker/22:0     [kernel.kallsyms]     [k] down_write
     0.00%     0.00%  mariadbd         mariadbd              [.] my_hash_reset
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] select_idle_core
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] update_sg_lb_stats
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] find_busiest_group
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] load_balance
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca4364
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cd08cc
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d1147d
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9faab
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]     [k] _find_next_bit
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]     [k] cpumask_next_wrap
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]     [k] ktime_get
     0.00%     0.00%  kworker/11:2-ev  [kernel.kallsyms]     [k] bio_release_pages.part.0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ca0da0
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] __get_free_pages
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] jbd2_alloc
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] kthread_data
     0.00%     0.00%  kworker/27:1H-k  [kernel.kallsyms]     [k] wq_worker_running
     0.00%     0.00%  swapper          [kernel.kallsyms]     [k] latency_exceeded
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9f54e
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d71078
     0.00%     0.00%  kworker/2:2-eve  [kernel.kallsyms]     [k] put_reqs_available
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] exit_mm
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] mmap_read_lock
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] check_preempt_wakeup
     0.00%     0.00%  perf             [kernel.kallsyms]     [k] __audit_syscall_exit
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cd0b98
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c42eb0
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] nohz_balance_exit_idle
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] __hrtimer_run_queues
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] __run_hrtimer
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] hrtimer_interrupt
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] nohz_balancer_kick
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] tick_sched_handle
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] tick_sched_timer
     0.00%     0.00%  kworker/30:1-ev  [kernel.kallsyms]     [k] update_process_times
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000024779
     0.00%     0.00%  kworker/3:7      [kernel.kallsyms]     [k] update_sg_lb_stats
     0.00%     0.00%  kswapd0          [kernel.kallsyms]     [k] age_active_anon
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f291
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d72d2c
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d72787
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d71082
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001aa72
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] __irq_exit_rcu
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] __softirqentry_text_start
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] __update_blocked_fair
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] run_rebalance_domains
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] update_blocked_averages
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] blk_mq_request_bypass_insert
     0.00%     0.00%  kworker/2:1H-kb  [kernel.kallsyms]     [k] blk_mq_sched_insert_request
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]     [k] __update_idle_core
     0.00%     0.00%  kworker/15:1-ev  [kernel.kallsyms]     [k] pick_next_task_idle
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d91967
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000cf8d28
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] migrate_task_rq_fair
     0.00%     0.00%  kworker/0:2-eve  [kernel.kallsyms]     [k] remove_entity_load_avg
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x0000000000017b3d
     0.00%     0.00%  tclsh8.6         libmariadb.so.3       [.] 0x000000000001b325
     0.00%     0.00%  kworker/26:1-ev  [kernel.kallsyms]     [k] cpus_share_cache
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c49143
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d11022
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c82061
     0.00%     0.00%  mariadbd         [kernel.kallsyms]     [k] unlock_buffer
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000aa37c7
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000de66f7
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000ebcdc4
     0.00%     0.00%  kworker/24:1-ev  [kernel.kallsyms]     [k] clear_buddies
     0.00%     0.00%  kworker/9:2-eve  [kernel.kallsyms]     [k] llist_add_batch
     0.00%     0.00%  kworker/9:2-eve  [kernel.kallsyms]     [k] __smp_call_single_queue
     0.00%     0.00%  kworker/9:2-eve  [kernel.kallsyms]     [k] ttwu_queue_wakelist
     0.00%     0.00%  kworker/2:1-pm   [kernel.kallsyms]     [k] arch_scale_freq_tick
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZNK10Item_equal8functypeEv
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN3THD20sp_prepare_func_itemEPP4Itemj
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9c5a0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000b84694
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]     [k] ext4_inode_csum_set
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]     [k] __ext4_mark_inode_dirty
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]     [k] ext4_do_update_inode.isra.0
     0.00%     0.00%  kworker/10:4     [kernel.kallsyms]     [k] ext4_mark_iloc_dirty
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]     [k] _raw_spin_lock
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d728f1
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000b99fa8
     0.00%     0.00%  mariadbd         mariadbd              [.] _ZN7handler13ha_delete_rowEPKh
     0.00%     0.00%  kworker/29:1-ev  [kernel.kallsyms]     [k] sched_clock
     0.00%     0.00%  mariadbd         mariadbd              [.] _Z18check_ident_lengthPK25st_mysql_const_lex_string
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x00000000007bbaee
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d19944
     0.00%     0.00%  kworker/28:2-ev  [kernel.kallsyms]     [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/18:1-ev  [kernel.kallsyms]     [k] update_irq_load_avg
     0.00%     0.00%  kworker/28:1H-k  [kernel.kallsyms]     [k] blk_mq_find_and_get_req
     0.00%     0.00%  kworker/28:1H-k  [kernel.kallsyms]     [k] blk_mq_queue_tag_busy_iter
     0.00%     0.00%  kworker/28:1H-k  [kernel.kallsyms]     [k] blk_mq_timeout_work
     0.00%     0.00%  kworker/28:1H-k  [kernel.kallsyms]     [k] bt_iter
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000d9f45d
     0.00%     0.00%  tclsh8.6         libtcl8.6.so          [.] TclTrim.part.0
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000da1e76
     0.00%     0.00%  mariadbd         mariadbd              [.] 0x0000000000c9f7fa
     0.00%     0.00%  kworker/14:3-ev  [kernel.kallsyms]     [k] rcu_read_unlock_strict
