# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 4274814276032
#
# Children      Self  Command          Shared Object                      Symbol                                                                                                                                                                                                         
# ........  ........  ...............  .................................  ...............................................................................................................................................................................................................
#
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef8671bf7
     0.00%     0.00%  GC Thread#9      [kernel.kallsyms]                  [k] delay_halt_mwaitx
     0.00%     0.00%  GC Thread#9      [kernel.kallsyms]                  [k] delay_halt.part.0
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] delay_halt
     0.00%     0.00%  Executor task l  libjvm.so                          [.] _ZN21TieredThresholdPolicy14submit_compileERK12methodHandlei9CompLevelP10JavaThread
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefbab7cf3
     0.00%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] delay_halt_mwaitx
     0.00%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] delay_halt.part.0
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                  [k] next_uptodate_page
     0.00%     0.00%  G1 Refine#4      [kernel.kallsyms]                  [k] filemap_map_pages
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb9ed547
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefbab898e
     0.00%     0.00%  sh               [kernel.kallsyms]                  [k] __mod_lruvec_page_state
     0.00%     0.00%  sh               [kernel.kallsyms]                  [k] release_pages
     0.00%     0.00%  sh               [kernel.kallsyms]                  [k] page_add_file_rmap
     0.00%     0.00%  sh               [kernel.kallsyms]                  [k] tlb_finish_mmu
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94feb84
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefbab7b7c
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN5State12_sub_Op_AddPEPK4Node
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef995066a
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9d4537c
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef92b305b
     0.00%     0.00%  GC Thread#17     [kernel.kallsyms]                  [k] refill_stock
     0.00%     0.00%  G1 Refine#2      [kernel.kallsyms]                  [k] unlock_page
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef922b16f
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb92a700
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] __bitmap_intersects
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] find_idlest_cpu
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] find_idlest_group
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef966b2bf
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93ff5fd
     0.00%     0.00%  GC Thread#17     [kernel.kallsyms]                  [k] timekeeping_adjust.constprop.0
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9525985
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa1e75dc
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefbab284a
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN13SharedRuntime23java_calling_conventionEPK9BasicTypeP9VMRegPairii
     0.00%     0.00%  VM Thread        [kernel.kallsyms]                  [k] clockevents_program_event
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef8f4cac5
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef866a7e4
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93ff5aa
     0.00%     0.00%  Executor task l  libjvm.so                          [.] _ZN18constantPoolHandleD1Ev
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb095084
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa59df51
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb094e10
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] activate_task
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] attach_task
     0.00%     0.00%  java             [JIT] tid 1532                     [.] 0x00007efef8662812
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] mem_cgroup_from_task
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb6244a1
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa1e89fc
     0.00%     0.00%  java             [JIT] tid 1532                     [.] 0x00007efef8666a00
     0.00%     0.00%  GC Thread#19     libjvm.so                          [.] _ZN7Threads28possibly_parallel_threads_doEbP13ThreadClosure
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] ima_file_mprotect
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa1dd095
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef95259b7
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZNK9MultiNode16proj_out_or_nullEj
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] ntp_get_next_leap
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00859a2e
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa5aaa5b
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef95a987c
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef96f700b
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] lock_page_memcg
     0.00%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] delay_halt_mwaitx
     0.00%     0.00%  GC Thread#15     [kernel.kallsyms]                  [k] delay_halt.part.0
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa0b797c
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d676
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef995098c
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] delay_halt_mwaitx
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] delay_halt.part.0
     0.00%     0.00%  GC Thread#4      ld-2.28.so                         [.] _dl_update_slotinfo
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9074101
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb9ecfa4
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN9CodeCache4freeEP8CodeBlob
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d77d
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb3f5c47
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946db14
     0.00%     0.00%  GC Thread#7      [kernel.kallsyms]                  [k] __cgroup_account_cputime
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa59df8c
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb92ae51
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb0950af
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] invalidate_bh_lrus_cpu
     0.00%     0.00%  swapper          [kernel.kallsyms]                  [k] perf_pmu_nop_void
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef90741a1
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93bddad
     0.00%     0.00%  GC Thread#20     libjvm.so                          [.] _ZN7oopDesc17obj_field_put_rawEiPS_
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00b87fb6
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef929d1e4
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN7CFGLoop9push_predEP5BlockiR10Block_ListP8PhaseCFG
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa5aaa06
     0.00%     0.00%  GC Thread#7      [kernel.kallsyms]                  [k] delay_halt
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef966b461
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93bdce3
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] unlock_page_memcg
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94fec19
     0.00%     0.00%  GC Thread#8      libjvm.so                          [.] _ZN9CodeCache9find_blobEPv
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9529745
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9074334
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94febeb
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb3f5bc0
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa13746b
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9950704
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef8f4cad4
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN2os16pd_commit_memoryEPcmmb
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0098e4ec
     0.00%     0.00%  GC Thread#1      [kernel.kallsyms]                  [k] syscall_return_via_sysret
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb928028
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946dada
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef8f4cbc2
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d8f3
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9074126
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94fe952
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef948f7c0
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9950f12
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93ff422
     0.00%     0.00%  GC Thread#21     [kernel.kallsyms]                  [k] __cgroup_account_cputime
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN7Monitor6unlockEv
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] __cgroup_account_cputime
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] vma_adjust_trans_huge
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef92b32d4
     0.00%     0.00%  GC Thread#2      [kernel.kallsyms]                  [k] plist_add
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00f89d8d
     0.00%     0.00%  python3          [kernel.kallsyms]                  [k] nvme_submit_cmd
     0.00%     0.00%  python3          [kernel.kallsyms]                  [k] __blk_mq_try_issue_directly
     0.00%     0.00%  python3          [kernel.kallsyms]                  [k] blk_finish_plug
     0.00%     0.00%  python3          [kernel.kallsyms]                  [k] blk_mq_flush_plug_list
     0.00%     0.00%  python3          [kernel.kallsyms]                  [k] blk_mq_sched_insert_requests
     0.00%     0.00%  python3          [kernel.kallsyms]                  [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  python3          [kernel.kallsyms]                  [k] nvme_queue_rq
     0.00%     0.00%  kworker/28:3-ev  [kernel.kallsyms]                  [k] drm_client_buffer_vunmap
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa1e2b79
     0.00%     0.00%  GC Thread#16     libjvm.so                          [.] _ZNK5Klass12class_loaderEv
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] uncharge_page
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94fe809
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] vm_normal_page
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef97e83cc
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] sync_mm_rss
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa00ca2d
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94fe8eb
     0.00%     0.00%  GC Thread#1      libjvm.so                          [.] _ZN23G1FreeCollectionSetTask4workEj
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94ecd15
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] select_idle_core
     0.00%     0.00%  GC Thread#14     [kernel.kallsyms]                  [k] select_idle_cpu
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN5ParseC2EP8JVMStateP8ciMethodf
     0.00%     0.00%  migration/4      [kernel.kallsyms]                  [k] rcu_note_context_switch
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa5aa876
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefba9f485
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa011d99
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9915e11
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d8e9
     0.00%     0.00%  sssd_be          [kernel.kallsyms]                  [k] lru_cache_add
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d8a9
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]                  [k] __fsnotify_parent
     0.00%     0.00%  in:imjournal     [kernel.kallsyms]                  [k] do_dentry_open
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946da10
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] try_to_free_swap.part.0
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] free_swap_cache
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] wp_page_copy
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9529ea4
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef97e8306
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] __tlb_remove_page_size
     0.00%     0.00%  C1 CompilerThre  [vdso]                             [.] 0x00000000000007f8
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef948f729
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] delay_halt_mwaitx
     0.00%     0.00%  GC Thread#13     [kernel.kallsyms]                  [k] delay_halt.part.0
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN14AccessInternal19PostRuntimeDispatchIN12G1BarrierSet13AccessBarrierILm573526ES1_EELNS_11BarrierTypeE3ELm573526EE18oop_access_barrierEP7oopDescl
     0.00%     0.00%  GC Thread#21     libjvm.so                          [.] _ZNK5frame25sender_for_compiled_frameEP11RegisterMap
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZNK13InstanceKlass28find_local_field_from_offsetEibP15fieldDescriptor
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d5fd
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef99505e7
     0.00%     0.00%  Executor task l  libjvm.so                          [.] _ZN17InlineCacheBuffer23assemble_ic_buffer_codeEPhPvS0_
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93ec1f4
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa59df32
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef94fe9b8
     0.00%     0.00%  swapper          [kernel.kallsyms]                  [k] __calc_delta
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa5aa935
     0.00%     0.00%  GC Thread#12     libjvm.so                          [.] _ZN7Threads28possibly_parallel_threads_doEbP13ThreadClosure
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef948f5c0
     0.00%     0.00%  Reference Handl  [kernel.kallsyms]                  [k] is_cpu_allowed
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0095aecc
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a19863
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9074417
     0.00%     0.00%  C1 CompilerThre  [vdso]                             [.] 0x00000000000007f0
     0.00%     0.00%  C2 CompilerThre  [vdso]                             [.] 0x000000000000089e
     0.00%     0.00%  GC Thread#16     libjvm.so                          [.] _ZN14AccessInternal19PostRuntimeDispatchIN12G1BarrierSet13AccessBarrierILm573526ES1_EELNS_11BarrierTypeE3ELm573526EE18oop_access_barrierEP7oopDescl
     0.00%     0.00%  GC Thread#5      [kernel.kallsyms]                  [k] rb_erase
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN10ciTypeFlow5Block18compute_exceptionsEv
     0.00%     0.00%  C2 CompilerThre  libc-2.28.so                       [.] _int_free
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef937bfe1
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0095b892
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9950e53
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff007f019e
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef948f861
     0.00%     0.00%  swapper          [kernel.kallsyms]                  [k] rcu_read_unlock_strict
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefba9f3d9
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef95256cf
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef95255ef
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb243420
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9529cf0
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN15ConnectionGraph21add_java_object_edgesEP14JavaObjectNodeb.constprop.275
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef92524fc
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a3c5c7
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d46d
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] unlink_anon_vmas
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] free_pgtables
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa87e699
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] dma_direct_map_sg
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] ima_file_free
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] __blk_mq_try_issue_directly
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] blk_finish_plug
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] blk_mq_flush_plug_list
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] blk_mq_sched_insert_requests
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] blk_mq_try_issue_list_directly
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] dma_map_sg_attrs
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] do_swap_page
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] nvme_map_data
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] nvme_queue_rq
     0.00%     0.00%  chronyd          [kernel.kallsyms]                  [k] swap_vma_readahead
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d8e2
     0.00%     0.00%  Executor task l  libjvm.so                          [.] _ZN13SharedRuntime22resolve_virtual_call_CEP10JavaThread
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN12Dependencies9DepStream8argumentEi
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] skb_clone
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] __tcp_transmit_skb
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] tasklet_action_common.constprop.0
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] tcp_tasklet_func
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] tcp_tsq_handler
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] tcp_write_xmit
     0.00%     0.00%  driver-heartbea  libjvm.so                          [.] _ZN6Parker4parkEbl
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN14PhaseIdealLoop18build_and_optimizeE12LoopOptsMode
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa5aa8ba
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa88382c
     0.00%     0.00%  Executor task l  libjvm.so                          [.] _ZN12methodHandleC1ERKS_
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef86625fb
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZNK25SafePointScalarObjectNode10match_edgeEj
     0.00%     0.00%  Executor task l  libjvm.so                          [.] _ZN13CompileBroker13compile_queueEi
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0066926f
     0.00%     0.00%  GC Thread#3      [kernel.kallsyms]                  [k] mark_wake_futex
     0.00%     0.00%  Sweeper thread   [kernel.kallsyms]                  [k] pvclock_gtod_notify
     0.00%     0.00%  Sweeper thread   [kernel.kallsyms]                  [k] raw_notifier_call_chain
     0.00%     0.00%  Sweeper thread   [kernel.kallsyms]                  [k] tick_sched_do_timer
     0.00%     0.00%  Sweeper thread   [kernel.kallsyms]                  [k] timekeeping_advance
     0.00%     0.00%  Sweeper thread   [kernel.kallsyms]                  [k] timekeeping_update
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d759
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff00a198ef
     0.00%     0.00%  C1 CompilerThre  libc-2.28.so                       [.] _IO_no_init
     0.00%     0.00%  migration/26     [kernel.kallsyms]                  [k] idle_cpu
     0.00%     0.00%  migration/26     [kernel.kallsyms]                  [k] balance_fair
     0.00%     0.00%  migration/26     [kernel.kallsyms]                  [k] find_busiest_group
     0.00%     0.00%  migration/26     [kernel.kallsyms]                  [k] load_balance
     0.00%     0.00%  migration/26     [kernel.kallsyms]                  [k] newidle_balance
     0.00%     0.00%  migration/26     [kernel.kallsyms]                  [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  migration/26     [kernel.kallsyms]                  [k] update_sg_lb_stats
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb3f22de
     0.00%     0.00%  C2 CompilerThre  libjvm.so                          [.] _ZN12PhaseChaitin7new_lrgEPK4Nodej
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] drain_obj_stock
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] obj_cgroup_charge
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] refill_obj_stock
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9950ac6
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946db41
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] update_cpu_capacity
     0.00%     0.00%  C1 CompilerThre  libjvm.so                          [.] _ZN8Interval9add_rangeEii
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa3bed81
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9b52833
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946dcae
     0.00%     0.00%  sssd_be          [kernel.kallsyms]                  [k] copy_page
     0.00%     0.00%  sssd_be          [kernel.kallsyms]                  [k] lookup_swap_cgroup_id
     0.00%     0.00%  sssd_be          [kernel.kallsyms]                  [k] mem_cgroup_swapin_charge_page
     0.00%     0.00%  sssd_be          [kernel.kallsyms]                  [k] wp_page_copy
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9950df2
     0.00%     0.00%  Executor task l  libjvm.so                          [.] _ZN15DirectivesStack7releaseEP12DirectiveSet
     0.00%     0.00%  gmain            [kernel.kallsyms]                  [k] select_estimate_accuracy
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0095ae2e
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb923669
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9b5271c
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb3fe238
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef922b11f
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9a44506
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007eff0095a677
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef907411c
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef97e80dc
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef90740f5
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d4e0
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef97e81ed
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] dput
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] path_put
     0.00%     0.00%  GC Thread#19     [kernel.kallsyms]                  [k] raw_spin_rq_lock_nested
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefb135fa0
     0.00%     0.00%  GC Thread#22     libjvm.so                          [.] _ZN16StackFrameStreamC2EP10JavaThreadb
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef93bdef1
     0.00%     0.00%  GC Thread#13     libjvm.so                          [.] _ZN25G1CopyingKeepAliveClosure6do_oopEPP7oopDesc
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef9950c42
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efefa006a99
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] kthread_is_per_cpu
     0.00%     0.00%  C1 CompilerThre  [kernel.kallsyms]                  [k] can_migrate_task
     0.00%     0.00%  C2 CompilerThre  [kernel.kallsyms]                  [k] arch_get_unmapped_area_topdown
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef946d716
     0.00%     0.00%  Executor task l  libjvm.so                          [.] _ZN13SharedRuntime26resolve_opt_virtual_call_CEP10JavaThread
     0.00%     0.00%  Executor task l  [JIT] tid 1532                     [.] 0x00007efef869eb63
